Title,Authors,recommendation
SHE2: Stochastic Hamiltonian Exploration and Exploitation for Derivative-Free Optimization,"['Haoyi Xiong', 'Wenqing Hu', 'Zhanxing Zhu', 'Xinjian Li', 'Yunchao Zhang', 'Jun Huan']",Reject
Image Score: how to select useful samples,"['Simiao Zuo', 'Jialin Wu']",Reject
Improved resistance of neural networks to adversarial images through generative pre-training,['Joachim Wabnig'],Reject
Sample Efficient Deep Neuroevolution in Low Dimensional Latent Space,"['Bin Zhou', 'Jiashi Feng']",Reject
GRAPH TRANSFORMATION POLICY NETWORK FOR CHEMICAL REACTION PREDICTION,"['Kien Do', 'Truyen Tran', 'Svetha Venkatesh']",Reject
On the Convergence and Robustness of Batch Normalization,"['Yongqiang Cai', 'Qianxiao Li', 'Zuowei Shen']",Reject
Learning Neuron Non-Linearities with Kernel-Based Deep Neural Networks,"['Giuseppe Marra', 'Dario Zanca', 'Alessandro Betti', 'Marco Gori']",Reject
Human Action Recognition Based on Spatial-Temporal Attention,"['Wensong Chan', 'Zhiqiang Tian', 'Xuguang Lan']",Reject
FAVAE: SEQUENCE DISENTANGLEMENT USING IN- FORMATION BOTTLENECK PRINCIPLE,"['Masanori Yamada', 'Kim Heecheol', 'Kosuke Miyoshi', 'Hiroshi Yamakawa']",Reject
An analytic theory of generalization dynamics and transfer learning in deep linear networks,"['Andrew K. Lampinen', 'Surya Ganguli']",Accept (Poster)
DATNet: Dual Adversarial Transfer for Low-resource Named Entity Recognition,"['Joey Tianyi Zhou', 'Hao Zhang', 'Di Jin', 'Hongyuan Zhu', 'Rick Siow Mong Goh', 'Kenneth Kwok']",Reject
HIGHLY EFFICIENT 8-BIT LOW PRECISION INFERENCE OF CONVOLUTIONAL NEURAL NETWORKS,"['Haihao Shen', 'Jiong Gong', 'Xiaoli Liu', 'Guoming Zhang', 'Ge Jin', 'and Eric Lin']",Reject
HC-Net: Memory-based Incremental Dual-Network System for Continual learning,"['Jangho Kim', 'Jeesoo Kim', 'Nojun Kwak']",Reject
Are adversarial examples inevitable?,"['Ali Shafahi', 'W. Ronny Huang', 'Christoph Studer', 'Soheil Feizi', 'Tom Goldstein']",Accept (Poster)
SOSELETO: A Unified Approach to Transfer Learning and Training with Noisy Labels,"['Or Litany', 'Daniel Freedman']",Reject
Local Critic Training of Deep Neural Networks,"['Hojung Lee', 'Jong-Seok Lee']",Reject
Directed-Info GAIL: Learning Hierarchical Policies from Unsegmented Demonstrations using Directed Information,"['Mohit Sharma', 'Arjun Sharma', 'Nicholas Rhinehart', 'Kris M. Kitani']",Accept (Poster)
M^3RL: Mind-aware Multi-agent Management Reinforcement Learning,"['Tianmin Shu', 'Yuandong Tian']",Accept (Poster)
CoT: Cooperative Training for Generative Modeling of Discrete Data,"['Sidi Lu', 'Lantao Yu', 'Siyuan Feng', 'Yaoming Zhu', 'Weinan Zhang', 'Yong Yu']",Reject
An Exhaustive Analysis of Lazy vs. Eager Learning Methods for Real-Estate Property Investment,"['Setareh Rafatirad', 'Maryam Heidari']",Reject
Differentiable Learning-to-Normalize via Switchable Normalization,"['Ping Luo', 'Jiamin Ren', 'Zhanglin Peng', 'Ruimao Zhang', 'Jingyu Li']",Accept (Poster)
Learning a Neural-network-based Representation for Open Set Recognition,"['Mehadi Hassen', 'Philip K. Chan']",Reject
Learning to Reinforcement Learn by Imitation,"['Rosen Kralev', 'Russell Mendonca', 'Alvin Zhang', 'Tianhe Yu', 'Abhishek Gupta', 'Pieter Abbeel', 'Sergey Levine', 'Chelsea Finn']",Reject
Learning Latent Semantic Representation from Pre-defined Generative Model,"['Jin-Young Kim', 'Sung-Bae Cho']",Reject
q-Neurons: Neuron Activations based on Stochastic Jackson's Derivative Operators,"['Frank Nielsen', 'Ke Sun']",Reject
Backplay: 'Man muss immer umkehren',"['Cinjon Resnick', 'Roberta Raileanu', 'Sanyam Kapoor', 'Alexander Peysakhovich', 'Kyunghyun Cho', 'Joan Bruna']",Reject
Using Ontologies To Improve Performance In Massively Multi-label Prediction,"['Ethan Steinberg', 'Peter J. Liu']",Reject
Boosting Trust Region Policy Optimization by Normalizing flows Policy,"['Yunhao Tang', 'Shipra Agrawal']",Reject
Like What You Like: Knowledge Distill via Neuron Selectivity Transfer,"['Zehao Huang', 'Naiyan Wang']",Reject
Massively Parallel Hyperparameter Tuning,"['Liam Li', 'Kevin Jamieson', 'Afshin Rostamizadeh', 'Ekaterina Gonina', 'Moritz Hardt', 'Ben Recht', 'Ameet Talwalkar']",Reject
Unsupervised Meta-Learning for Reinforcement Learning,"['Abhishek Gupta', 'Benjamin Eysenbach', 'Chelsea Finn', 'Sergey Levine']",Reject
Stochastic Learning of Additive Second-Order Penalties with  Applications to Fairness,"['Heinrich Jiang', 'Yifan Wu', 'Ofir Nachum']",Reject
Supervised Policy Update for Deep Reinforcement Learning,"['Quan Vuong', 'Yiming Zhang', 'Keith W. Ross']",Accept (Poster)
Adversarial Domain Adaptation for Stable Brain-Machine Interfaces,"['Ali Farshchian', 'Juan A. Gallego', 'Joseph P. Cohen', 'Yoshua Bengio', 'Lee E. Miller', 'Sara A. Solla']",Accept (Poster)
Dual Skew Divergence Loss for Neural Machine Translation,"['Yingting Wu', 'Hai Zhao', 'Rui Wang']",Reject
Unified recurrent network for many feature types,"['Alexander Stec', 'Diego Klabjan', 'Jean Utke']",Reject
Gradient Descent Happens in a Tiny Subspace,"['Guy Gur-Ari', 'Daniel A. Roberts', 'Ethan Dyer']",Reject
Improved Learning of One-hidden-layer Convolutional Neural Networks with Overlaps,"['Simon S. Du', 'Surbhi Goel']",Reject
LEARNING FACTORIZED REPRESENTATIONS FOR OPEN-SET DOMAIN ADAPTATION,"['Mahsa Baktashmotlagh', 'Masoud Faraki', 'Tom Drummond', 'Mathieu Salzmann']",Accept (Poster)
Spread Divergences,"['David Barber', 'Mingtian Zhang', 'Raza Habib', 'Thomas Bird']",Reject
Adversarial Attacks for Optical Flow-Based Action Recognition Classifiers,"['Nathan Inkawhich', 'Matthew Inkawhich', 'Hai Li', 'Yiran Chen']",Reject
TequilaGAN: How To Easily Identify GAN Samples,"['Rafael Valle', 'Wilson Cai', 'Anish P. Doshi']",Reject
"Slalom: Fast, Verifiable and Private Execution of Neural Networks in Trusted Hardware","['Florian Tramer', 'Dan Boneh']",Accept (Oral)
MANIFOLDNET: A DEEP NEURAL NETWORK FOR MANIFOLD-VALUED DATA,"['Rudrasis Chakraborty', 'Jose Bouza', 'Jonathan Manton', 'Baba C. Vemuri']",Reject
Effective and Efficient Batch Normalization Using Few Uncorrelated Data for Statistics' Estimation,"['Zhaodong Chen', 'Lei Deng', 'Guoqi Li', 'Jiawei Sun', 'Xing Hu', 'Ling Liang', 'YufeiDing', 'Yuan Xie']",Reject
Learning to Understand Goal Specifications by Modelling Reward,"['Dzmitry Bahdanau', 'Felix Hill', 'Jan Leike', 'Edward Hughes', 'Arian Hosseini', 'Pushmeet Kohli', 'Edward Grefenstette']",Accept (Poster)
Reducing Overconfident Errors outside the Known Distribution,"['Zhizhong Li', 'Derek Hoiem']",Reject
Dynamic Sparse Graph for Efficient Deep Learning,"['Liu Liu', 'Lei Deng', 'Xing Hu', 'Maohua Zhu', 'Guoqi Li', 'Yufei Ding', 'Yuan Xie']",Accept (Poster)
Hierarchical interpretations for neural network predictions,"['Chandan Singh', 'W. James Murdoch', 'Bin Yu']",Accept (Poster)
Adaptive Pruning of Neural Language Models for Mobile Devices,"['Raphael Tang', 'Jimmy Lin']",Reject
Post Selection Inference with Incomplete Maximum Mean Discrepancy Estimator,"['Makoto Yamada', 'Denny Wu', 'Yao-Hung Hubert Tsai', 'Hirofumi Ohta', 'Ruslan Salakhutdinov', 'Ichiro Takeuchi', 'Kenji Fukumizu']",Accept (Poster)
Diffusion Scattering Transforms on Graphs,"['Fernando Gama', 'Alejandro Ribeiro', 'Joan Bruna']",Accept (Poster)
Preconditioner on Matrix Lie Group for SGD,['Xi-Lin Li'],Accept (Poster)
DPSNet: End-to-end Deep Plane Sweep Stereo,"['Sunghoon Im', 'Hae-Gon Jeon', 'Stephen Lin', 'In So Kweon']",Accept (Poster)
GENERALIZED ADAPTIVE MOMENT ESTIMATION,"['Guoqiang Zhang', 'Kenta Niwa', 'W. Bastiaan Kleijn']",Reject
DARTS: Differentiable Architecture Search,"['Hanxiao Liu', 'Karen Simonyan', 'Yiming Yang']",Accept (Poster)
Improved Gradient Estimators for Stochastic Discrete Variables,"['Evgeny Andriyash', 'Arash Vahdat', 'Bill Macready']",Reject
Hybrid Policies Using Inverse Rewards for Reinforcement Learning,"['Yao Shi', 'Tian Xia', 'Guanjun Zhao', 'Xin Gao']",Reject
Generative Adversarial Network Training is a Continual Learning Problem,"['Kevin J Liang', 'Chunyuan Li', 'Guoyin Wang', 'Lawrence Carin']",Reject
Identifying Generalization Properties in Neural Networks,"['Huan Wang', 'Nitish Shirish Keskar', 'Caiming Xiong', 'Richard Socher']",Reject
Adversarial Reprogramming of Neural Networks,"['Gamaleldin F. Elsayed', 'Ian Goodfellow', 'Jascha Sohl-Dickstein']",Accept (Poster)
Opportunistic Learning: Budgeted Cost-Sensitive Learning from Data Streams,"['Mohammad Kachuee', 'Orpaz Goldstein', 'Kimmo Kärkkäinen', 'Sajad Darabi', 'Majid Sarrafzadeh']",Accept (Poster)
INVASE: Instance-wise Variable Selection using Neural Networks,"['Jinsung Yoon', 'James Jordon', 'Mihaela van der Schaar']",Accept (Poster)
Unsupervised Word Discovery with Segmental Neural Language Models,"['Kazuya Kawakami', 'Chris Dyer', 'Phil Blunsom']",Reject
Principled Deep Neural Network Training through Linear Programming,"['Daniel Bienstock', 'Gonzalo Muñoz', 'Sebastian Pokutta']",Reject
Cutting Down Training Memory by Re-fowarding,"['Jianwei Feng', 'Dong Huang']",Reject
Neural Network Cost Landscapes as Quantum States,"['Abdulah Fawaz', 'Sebastien Piat', 'Paul Klein', 'Peter Mountney', 'Simone Severini']",Reject
Déjà Vu: An Empirical Evaluation of the Memorization Properties of Convnets,"['Alexandre Sablayrolles', 'Matthijs Douze', 'Cordelia Schmid', 'Hervé Jégou']",Reject
On the Ineffectiveness of Variance Reduced Optimization for Deep Learning,['Aaron Defazio'],Reject
Online Learning for Supervised Dimension Reduction,"['Ning Zhang', 'Qiang Wu']",Reject
Monge-Amp\`ere Flow for Generative Modeling,"['Linfeng Zhang', 'Weinan E', 'Lei Wang']",Reject
Unsupervised Image to Sequence Translation with Canvas-Drawer Networks,"['Kevin Frans', 'Chin-Yi Cheng']",Reject
 The relativistic discriminator: a key element missing from standard GAN,['Alexia Jolicoeur-Martineau'],Accept (Poster)
Overcoming catastrophic forgetting through weight consolidation and long-term memory,"['Shixian Wen', 'Laurent Itti']",Reject
Collapse of deep and narrow neural nets,"['Lu Lu', 'Yanhui Su', 'George Em Karniadakis']",Reject
Stop memorizing: A data-dependent regularization framework for intrinsic pattern learning,"['Wei Zhu', 'Qiang Qiu', 'Bao Wang', 'Jianfeng Lu', 'Guillermo Sapiro', 'Ingrid Daubechies']",Reject
SupportNet: solving catastrophic forgetting in class incremental learning with support data,"['Yu Li', 'Zhongxiao Li', 'Lizhong Ding', 'Yijie Pan', 'Chao Huang', 'Yuhui Hu', 'Wei Chen', 'Xin Gao']",Reject
A Kernel Random Matrix-Based Approach for Sparse PCA,"['Mohamed El Amine Seddik', 'Mohamed Tamaazousti', 'Romain Couillet']",Accept (Poster)
Neural Variational Inference For Embedding Knowledge Graphs,"['Alexander I. Cowen-Rivers', 'Pasquale Minervini']",Reject
k-Nearest Neighbors by Means of Sequence to Sequence Deep Neural Networks and Memory Networks,"['Yiming Xu', 'Diego Klabjan']",Reject
Clinical Risk: wavelet reconstruction networks for marked point processes,['Jeremy C. Weiss'],Reject
Caveats for information bottleneck in deterministic scenarios,"['Artemy Kolchinsky', 'Brendan D. Tracey', 'Steven Van Kuyk']",Accept (Poster)
Learning Localized Generative Models for 3D Point Clouds via Graph Convolution,"['Diego Valsesia', 'Giulia Fracastoro', 'Enrico Magli']",Accept (Poster)
$A^*$ sampling with probability matching,"['Yichi Zhou', 'Jun Zhu']",Reject
Convergence Properties of Deep Neural Networks on Separable Data,"['Remi Tachet des Combes', 'Mohammad Pezeshki', 'Samira Shabanian', 'Aaron Courville', 'Yoshua Bengio']",Reject
Understanding and Improving Interpolation in Autoencoders via an Adversarial Regularizer,"['David Berthelot*', 'Colin Raffel*', 'Aurko Roy', 'Ian Goodfellow']",Accept (Poster)
Adversarial Imitation via Variational Inverse Reinforcement Learning,"['Ahmed H. Qureshi', 'Byron Boots', 'Michael C. Yip']",Accept (Poster)
Excitation Dropout: Encouraging Plasticity in Deep Neural Networks,"['Andrea Zunino', 'Sarah Adel Bargal', 'Pietro Morerio', 'Jianming Zhang', 'Stan Sclaroff', 'Vittorio Murino']",Reject
Generating Liquid Simulations with Deformation-aware Neural Networks,"['Lukas Prantl', 'Boris Bonev', 'Nils Thuerey']",Accept (Poster)
Stochastic Gradient Descent Learns State Equations with Nonlinear Activations,['Samet Oymak'],Reject
A Resizable Mini-batch Gradient Descent based on a Multi-Armed Bandit,"['Seong Jin Cho', 'Sunghun Kang', 'Chang D. Yoo']",Reject
L2-Nonexpansive Neural Networks,"['Haifeng Qian', 'Mark N. Wegman']",Accept (Poster)
Optimizing for Generalization in Machine Learning with Cross-Validation Gradients,"['Barratt', 'Shane', 'Sharma', 'Rishi']",Reject
Discriminative Active Learning,"['Daniel Gissin', 'Shai Shalev-Shwartz']",Reject
Improving On-policy Learning with Statistical Reward Accumulation,"['Yubin Deng', 'Ke Yu', 'Dahua Lin', 'Xiaoou Tang', 'Chen Change Loy']",Reject
Quantization for Rapid Deployment of Deep Neural Networks,"['Jun Haeng Lee', 'Sangwon Ha', 'Saerom Choi', 'Won-Jo Lee', 'Seungwon Lee']",Reject
Explicit Information Placement on Latent Variables using Auxiliary Generative Modelling Task,"['Nat Dilokthanakul', 'Nick Pawlowski', 'Murray Shanahan']",Reject
Provable Guarantees on Learning Hierarchical Generative Models with Deep CNNs,"['Eran Malach', 'Shai Shalev-Shwartz']",Reject
Efficient Dictionary Learning with Gradient Descent,"['Dar Gilboa', 'Sam Buchanan', 'John Wright']",Reject
Accidental exploration through value predictors,"['Tomasz Kisielewski', 'Damian Leśniak', 'Maia Pasek']",Reject
"Deep, Skinny Neural Networks are not Universal Approximators",['Jesse Johnson'],Accept (Poster)
Metric-Optimized Example Weights,"['Sen Zhao', 'Mahdi Milani Fard', 'Maya Gupta']",Reject
Laplacian Smoothing Gradient Descent,"['Stanley J. Osher', 'Bao Wang', 'Penghang Yin', 'Xiyang Luo', 'Minh Pham', 'Alex T. Lin']",Reject
Reduced-Gate Convolutional LSTM Design Using Predictive Coding for Next-Frame Video Prediction,"['Nelly Elsayed', 'Anthony S. Maida', 'Magdy Bayoumi']",Reject
Targeted Adversarial Examples for Black Box Audio Systems,"['Rohan Taori', 'Amog Kamsetty', 'Brenton Chu', 'Nikita Vemuri']",Reject
Large Scale Graph Learning From Smooth Signals,"['Vassilis Kalofolias', 'Nathanaël Perraudin']",Accept (Poster)
Discovering Low-Precision Networks Close to Full-Precision Networks for Efficient Embedded Inference,"['Jeffrey L. McKinstry', 'Steven K. Esser', 'Rathinakumar Appuswamy', 'Deepika Bablani', 'John V. Arthur', 'Izzet B. Yildiz', 'Dharmendra S. Modha']",Reject
Weak contraction mapping and optimization,['Siwei Luo'],Reject
IEA: Inner Ensemble Average within a convolutional neural network,"['Abduallah Mohamed', 'Xinrui Hua', 'Xianda Zhou', 'Christian Claudel']",Reject
Explaining Adversarial Examples with Knowledge Representation,"['Xingyu Zhou', 'Tengyu Ma', 'Huahong Zhang']",Reject
Learning Graph Representations by Dendrograms,"['Thomas Bonald', 'Bertrand Charpentier']",Reject
Large-scale classification of structured objects using a CRF with deep class embedding,"['Eran Goldman', 'Jacob Goldberger']",Reject
A unified theory of adaptive stochastic gradient descent as Bayesian filtering,['Laurence Aitchison'],Reject
The Forward-Backward Embedding of Directed Graphs,"['Thomas Bonald', 'Nathan De Lara']",Reject
Variation Network: Learning High-level Attributes for Controlled Input Manipulation,['Gaëtan Hadjeres'],Reject
A Synaptic Neural Network and Synapse Learning,['Chang Li'],Reject
RotDCF: Decomposition of Convolutional Filters for Rotation-Equivariant Deep Networks,"['Xiuyuan Cheng', 'Qiang Qiu', 'Robert Calderbank', 'Guillermo Sapiro']",Accept (Poster)
Per-Tensor Fixed-Point Quantization of the Back-Propagation Algorithm,"['Charbel Sakr', 'Naresh Shanbhag']",Accept (Poster)
Deep Neuroevolution: Genetic Algorithms are a Competitive Alternative for Training Deep Neural Networks for Reinforcement Learning,"['Felipe Petroski Such', 'Vashisht Madhavan', 'Edoardo Conti', 'Joel Lehman', 'Kenneth O. Stanley', 'Jeff Clune']",Reject
Playing the Game of Universal Adversarial Perturbations,"['Julien Perolet', 'Mateusz Malinowski', 'Bilal Piot', 'Olivier Pietquin']",Reject
Lipschitz regularized Deep Neural Networks generalize,"['Adam M. Oberman', 'Jeff Calder']",Reject
Generative adversarial interpolative autoencoding: adversarial training on latent space interpolations encourages convex latent distributions,"['Tim Sainburg', 'Marvin Thielk', 'Brad Thielman', 'Benjamin Migliori', 'Timothy Gentner']",Reject
Understanding Straight-Through Estimator in Training Activation Quantized Neural Nets,"['Penghang Yin', 'Jiancheng Lyu', 'Shuai Zhang', 'Stanley Osher', 'Yingyong Qi', 'Jack Xin']",Accept (Poster)
Deep Perm-Set Net: Learn to predict sets with unknown permutation and cardinality using deep neural networks,"['S. Hamid Rezatofighi', 'Roman Kaskman', 'Farbod T. Motlagh', 'Qinfeng Shi', 'Daniel Cremers', 'Laura Leal-Taixé', 'Ian Reid']",Reject
Count-Based Exploration with the Successor Representation,"['Marlos C. Machado', 'Marc G. Bellemare', 'Michael Bowling']",Reject
Multiple Encoder-Decoders Net for Lane Detection,"['Yuetong Du', 'Xiaodong Gu', 'Junqin Liu', 'Liwen He']",Reject
Convolutional Neural Networks on Non-uniform Geometrical Signals Using Euclidean Spectral Transformation,"['Chiyu Max Jiang', 'Dequan Wang', 'Jingwei Huang', 'Philip Marcus', 'Matthias Niessner']",Accept (Poster)
"On Random Deep Weight-Tied Autoencoders: Exact Asymptotic Analysis, Phase Transitions, and Implications to Training","['Ping Li', 'Phan-Minh Nguyen']",Accept (Oral)
Towards Language Agnostic Universal Representations,"['Armen Aghajanyan', 'Xia Song', 'Saurabh Tiwary']",Reject
Precision Highway for Ultra Low-precision Quantization,"['Eunhyeok Park', 'Dongyoung Kim', 'Sungjoo Yoo', 'Peter Vajda']",Reject
Traditional and Heavy Tailed Self Regularization in Neural Network Models,"['Charles H. Martin', 'Michael W. Mahoney']",Reject
Filter Training and Maximum Response: Classification via Discerning,['Lei Gu'],Reject
"The meaning of ""most"" for visual question answering models","['Alexander Kuhnle', 'Ann Copestake']",Reject
Diminishing Batch Normalization,"['Yintai Ma', 'Diego Klabjan']",Reject
FEED: Feature-level Ensemble Effect for knowledge Distillation,"['SeongUk Park', 'Nojun Kwak']",Reject
Invariance and Inverse Stability under ReLU,"['Jens Behrmann', 'Sören Dittmer', 'Pascal Fernsel', 'Peter Maass']",Reject
Amortized Context Vector Inference for Sequence-to-Sequence Networks,"['Sotirios Chatzis', 'Kyriacos Tolias', 'Aristotelis Charalampous']",Reject
CHEMICAL NAMES STANDARDIZATION USING NEURAL SEQUENCE TO SEQUENCE MODEL,"['Junlang Zhan', 'Hai Zhao']",Reject
"Classification from Positive, Unlabeled and Biased Negative Data","['Yu-Guan Hsieh', 'Gang Niu', 'Masashi Sugiyama']",Reject
Interpreting Layered Neural Networks via Hierarchical Modular Representation,['Chihiro Watanabe'],Reject
ATTENTION INCORPORATE NETWORK: A NETWORK CAN ADAPT VARIOUS DATA SIZE,"['Liangbo He', 'Hao Sun']",Reject
The Universal Approximation Power of Finite-Width Deep ReLU Networks,"['Dmytro Perekrestenko', 'Philipp Grohs', 'Dennis Elbrächter', 'Helmut Bölcskei']",Reject
CONTROLLING COVARIATE SHIFT USING EQUILIBRIUM NORMALIZATION OF WEIGHTS,['Aaron Defazio'],Reject
Deep Curiosity Search: Intra-Life Exploration Can Improve Performance on Challenging Deep Reinforcement Learning Problems,"['Christopher Stanton', 'Jeff Clune']",Reject
